from,to,round,label
Smart_15,Smart_5,23,SmartCollusion
Smart_16,Smart_4,23,SmartCollusion
Smart_17,Smart_6,23,SmartCollusion
Smart_18,Smart_8,23,SmartCollusion
Smart_19,Smart_12,23,SmartCollusion
Honest_0,Honest_7,24,Honest
Honest_1,Honest_7,24,Honest
Honest_2,Sybil_24,24,Honest
Honest_3,Sybil_37,24,Honest
Honest_4,Honest_104,24,Honest
Honest_5,Honest_52,24,Honest
Honest_6,Sybil_6,24,Honest
Honest_7,Honest_62,24,Honest
Honest_8,Honest_18,24,Honest
Honest_9,Honest_78,24,Honest
Honest_10,Honest_114,24,Honest
Honest_11,Honest_70,24,Honest
Honest_12,Smart_2,24,Honest
Honest_13,Sybil_16,24,Honest
Honest_14,Sybil_28,24,Honest
Honest_15,Honest_101,24,Honest
Honest_16,Sybil_2,24,Honest
Honest_17,Honest_72,24,Honest
Honest_18,Honest_29,24,Honest
Honest_19,Smart_19,24,Honest
Honest_20,Honest_8,24,Honest
Honest_21,Smart_11,24,Honest
Honest_22,Honest_17,24,Honest
Honest_23,Honest_129,24,Honest
Honest_24,Sybil_0,24,Honest
Honest_25,Sybil_33,24,Honest
Honest_26,Sybil_2,24,Honest
Honest_27,Honest_14,24,Honest
Honest_28,Honest_69,24,Honest
Honest_29,Sybil_2,24,Honest
Honest_30,Smart_11,24,Honest
Honest_31,Honest_100,24,Honest
Honest_32,Sybil_21,24,Honest
Honest_33,Honest_66,24,Honest
Honest_34,Honest_56,24,Honest
Honest_35,Smart_7,24,Honest
Honest_36,Sybil_17,24,Honest
Honest_37,Honest_44,24,Honest
Honest_38,Honest_21,24,Honest
Honest_39,Honest_91,24,Honest
Honest_40,Honest_73,24,Honest
Honest_41,Honest_83,24,Honest
Honest_42,Honest_107,24,Honest
Honest_43,Honest_25,24,Honest
Honest_44,Smart_7,24,Honest
Honest_45,Honest_119,24,Honest
Honest_46,Honest_135,24,Honest
Honest_47,Honest_96,24,Honest
Honest_48,Honest_139,24,Honest
Honest_49,Honest_71,24,Honest
Honest_50,Honest_87,24,Honest
Honest_51,Honest_92,24,Honest
Honest_52,Smart_8,24,Honest
Honest_53,Honest_106,24,Honest
Honest_54,Honest_127,24,Honest
Honest_55,Honest_92,24,Honest
Honest_56,Honest_127,24,Honest
Honest_57,Sybil_36,24,Honest
Honest_58,Honest_133,24,Honest
Honest_59,Sybil_1,24,Honest
Honest_60,Honest_70,24,Honest
Honest_61,Honest_83,24,Honest
Honest_62,Sybil_19,24,Honest
Honest_63,Honest_8,24,Honest
Honest_64,Smart_9,24,Honest
Honest_65,Honest_94,24,Honest
Honest_66,Sybil_13,24,Honest
Honest_67,Smart_19,24,Honest
Honest_68,Honest_8,24,Honest
Honest_69,Honest_127,24,Honest
Honest_70,Honest_14,24,Honest
Honest_71,Sybil_4,24,Honest
Honest_72,Honest_98,24,Honest
Honest_73,Honest_107,24,Honest
Honest_74,Honest_33,24,Honest
Honest_75,Honest_70,24,Honest
Honest_76,Honest_43,24,Honest
Honest_77,Smart_1,24,Honest
Honest_78,Honest_85,24,Honest
Honest_79,Honest_50,24,Honest
Honest_80,Honest_13,24,Honest
Honest_81,Sybil_29,24,Honest
Honest_82,Honest_9,24,Honest
Honest_83,Sybil_37,24,Honest
Honest_84,Honest_62,24,Honest
Honest_85,Honest_43,24,Honest
Honest_86,Sybil_30,24,Honest
Honest_87,Honest_131,24,Honest
Honest_88,Honest_94,24,Honest
Honest_89,Honest_48,24,Honest
Honest_90,Sybil_12,24,Honest
Honest_91,Smart_1,24,Honest
Honest_92,Honest_137,24,Honest
Honest_93,Sybil_20,24,Honest
Honest_94,Honest_23,24,Honest
Honest_95,Honest_23,24,Honest
Honest_96,Sybil_1,24,Honest
Honest_97,Honest_99,24,Honest
Honest_98,Honest_132,24,Honest
Honest_99,Honest_76,24,Honest
Honest_100,Honest_98,24,Honest
Honest_101,Smart_9,24,Honest
Honest_102,Honest_53,24,Honest
Honest_103,Honest_50,24,Honest
Honest_104,Sybil_23,24,Honest
Honest_105,Honest_118,24,Honest
Honest_106,Honest_22,24,Honest
Honest_107,Honest_116,24,Honest
Honest_108,Honest_113,24,Honest
Honest_109,Honest_133,24,Honest
Honest_110,Honest_101,24,Honest
Honest_111,Sybil_21,24,Honest
Honest_112,Honest_123,24,Honest
Honest_113,Smart_2,24,Honest
Honest_114,Honest_81,24,Honest
Honest_115,Honest_89,24,Honest
Honest_116,Honest_12,24,Honest
Honest_117,Honest_76,24,Honest
Honest_118,Honest_77,24,Honest
Honest_119,Sybil_11,24,Honest
Honest_120,Honest_28,24,Honest
Honest_121,Sybil_39,24,Honest
Honest_122,Honest_117,24,Honest
Honest_123,Sybil_1,24,Honest
Honest_124,Honest_30,24,Honest
Honest_125,Honest_59,24,Honest
Honest_126,Smart_9,24,Honest
Honest_127,Smart_7,24,Honest
Honest_128,Honest_3,24,Honest
Honest_129,Honest_127,24,Honest
Honest_130,Smart_13,24,Honest
Honest_131,Honest_87,24,Honest
Honest_132,Smart_2,24,Honest
Honest_133,Honest_122,24,Honest
Honest_134,Honest_83,24,Honest
Honest_135,Honest_129,24,Honest
Honest_136,Honest_43,24,Honest
Honest_137,Honest_11,24,Honest
Honest_138,Sybil_13,24,Honest
Honest_139,Honest_63,24,Honest
Smart_0,Smart_14,24,SmartCollusion
Smart_1,Smart_9,24,SmartCollusion
Smart_2,Honest_1,24,SmartCollusion
Smart_3,Smart_6,24,SmartCollusion
Smart_4,Honest_74,24,SmartCollusion
Smart_5,Smart_17,24,SmartCollusion
Smart_6,Smart_0,24,SmartCollusion
Smart_7,Honest_82,24,SmartCollusion
Smart_8,Smart_4,24,SmartCollusion
Smart_9,Smart_16,24,SmartCollusion
Smart_10,Smart_14,24,SmartCollusion
Smart_11,Honest_15,24,SmartCollusion
Smart_12,Smart_18,24,SmartCollusion
Smart_13,Honest_136,24,SmartCollusion
Smart_14,Honest_97,24,SmartCollusion
Smart_15,Honest_30,24,SmartCollusion
Smart_16,Honest_51,24,SmartCollusion
Smart_17,Honest_121,24,SmartCollusion
Smart_18,Smart_7,24,SmartCollusion
Smart_19,Smart_12,24,SmartCollusion
Honest_0,Sybil_32,25,Honest
Honest_1,Honest_114,25,Honest
Honest_2,Honest_99,25,Honest
Honest_3,Honest_29,25,Honest
Honest_4,Honest_80,25,Honest
Honest_5,Honest_2,25,Honest
Honest_6,Honest_79,25,Honest
Honest_7,Honest_68,25,Honest
Honest_8,Honest_33,25,Honest
Honest_9,Honest_3,25,Honest
Honest_10,Honest_62,25,Honest
Honest_11,Honest_23,25,Honest
Honest_12,Honest_38,25,Honest
Honest_13,Honest_10,25,Honest
Honest_14,Honest_1,25,Honest
Honest_15,Honest_27,25,Honest
Honest_16,Honest_128,25,Honest
Honest_17,Sybil_30,25,Honest
Honest_18,Honest_97,25,Honest
Honest_19,Sybil_17,25,Honest
Honest_20,Honest_41,25,Honest
Honest_21,Smart_12,25,Honest
Honest_22,Honest_35,25,Honest
Honest_23,Honest_48,25,Honest
Honest_24,Honest_71,25,Honest
Honest_25,Honest_3,25,Honest
Honest_26,Honest_63,25,Honest
Honest_27,Honest_89,25,Honest
Honest_28,Honest_60,25,Honest
Honest_29,Honest_61,25,Honest
Honest_30,Honest_49,25,Honest
Honest_31,Honest_96,25,Honest
Honest_32,Honest_7,25,Honest
Honest_33,Honest_30,25,Honest
Honest_34,Smart_2,25,Honest
Honest_35,Smart_8,25,Honest
Honest_36,Sybil_26,25,Honest
Honest_37,Sybil_9,25,Honest
Honest_38,Honest_40,25,Honest
Honest_39,Sybil_2,25,Honest
Honest_40,Sybil_13,25,Honest
Honest_42,Honest_32,25,Honest
Honest_43,Sybil_1,25,Honest
Honest_44,Honest_129,25,Honest
Honest_45,Honest_54,25,Honest
Honest_46,Honest_63,25,Honest
Honest_47,Honest_56,25,Honest
Honest_48,Smart_8,25,Honest
Honest_49,Honest_18,25,Honest
Honest_50,Honest_4,25,Honest
Honest_51,Honest_8,25,Honest
Honest_52,Honest_50,25,Honest
Honest_53,Honest_133,25,Honest
Honest_54,Sybil_9,25,Honest
Honest_55,Sybil_33,25,Honest
Honest_56,Honest_107,25,Honest
Honest_57,Honest_106,25,Honest
Honest_58,Honest_40,25,Honest
Honest_59,Honest_121,25,Honest
Honest_60,Honest_13,25,Honest
Honest_61,Smart_15,25,Honest
Honest_62,Honest_123,25,Honest
Honest_63,Honest_123,25,Honest
Honest_64,Sybil_25,25,Honest
Honest_65,Honest_20,25,Honest
Honest_66,Honest_126,25,Honest
Honest_67,Honest_61,25,Honest
Honest_68,Sybil_13,25,Honest
Honest_69,Honest_71,25,Honest
Honest_70,Honest_77,25,Honest
Honest_71,Sybil_22,25,Honest
Honest_72,Sybil_29,25,Honest
Honest_73,Sybil_34,25,Honest
Honest_74,Honest_65,25,Honest
Honest_75,Smart_9,25,Honest
Honest_76,Smart_5,25,Honest
Honest_77,Sybil_21,25,Honest
Honest_78,Honest_20,25,Honest
Honest_79,Honest_125,25,Honest
Honest_80,Honest_113,25,Honest
Honest_81,Honest_4,25,Honest
Honest_82,Sybil_1,25,Honest
Honest_83,Smart_10,25,Honest
Honest_84,Honest_35,25,Honest
Honest_85,Honest_130,25,Honest
Honest_86,Honest_8,25,Honest
Honest_87,Sybil_1,25,Honest
Honest_88,Honest_108,25,Honest
Honest_89,Honest_90,25,Honest
Honest_90,Honest_27,25,Honest
Honest_91,Sybil_35,25,Honest
Honest_92,Honest_59,25,Honest
Honest_93,Honest_45,25,Honest
Honest_94,Sybil_25,25,Honest
Honest_95,Honest_9,25,Honest
Honest_96,Sybil_5,25,Honest
Honest_97,Honest_17,25,Honest
Honest_98,Honest_39,25,Honest
Honest_99,Honest_118,25,Honest
Honest_100,Honest_58,25,Honest
Honest_101,Honest_82,25,Honest
Honest_102,Honest_38,25,Honest
Honest_103,Honest_2,25,Honest
Honest_104,Honest_63,25,Honest
Honest_105,Honest_62,25,Honest
Honest_106,Honest_41,25,Honest
Honest_107,Honest_73,25,Honest
Honest_108,Honest_81,25,Honest
Honest_109,Honest_32,25,Honest
Honest_110,Honest_136,25,Honest
Honest_111,Honest_56,25,Honest
Honest_112,Sybil_16,25,Honest
Honest_113,Sybil_28,25,Honest
Honest_114,Honest_89,25,Honest
Honest_115,Sybil_25,25,Honest
Honest_116,Honest_120,25,Honest
Honest_117,Honest_38,25,Honest
Honest_118,Honest_93,25,Honest
Honest_119,Honest_34,25,Honest
Honest_120,Honest_84,25,Honest
Honest_121,Sybil_17,25,Honest
Honest_122,Honest_139,25,Honest
Honest_123,Honest_131,25,Honest
Honest_124,Honest_16,25,Honest
Honest_125,Honest_16,25,Honest
Honest_126,Honest_91,25,Honest
Honest_127,Honest_21,25,Honest
Honest_128,Honest_73,25,Honest
Honest_129,Honest_8,25,Honest
Honest_130,Smart_16,25,Honest
Honest_131,Honest_16,25,Honest
Honest_132,Sybil_2,25,Honest
Honest_133,Honest_80,25,Honest
Honest_134,Sybil_16,25,Honest
Honest_135,Honest_91,25,Honest
Honest_136,Honest_69,25,Honest
Honest_137,Honest_53,25,Honest
Honest_138,Sybil_10,25,Honest
Honest_139,Sybil_4,25,Honest
Smart_0,Smart_9,25,SmartCollusion
Smart_1,Smart_19,25,SmartCollusion
Smart_2,Honest_78,25,SmartCollusion
Smart_3,Smart_17,25,SmartCollusion
Smart_4,Honest_108,25,SmartCollusion
Smart_5,Smart_11,25,SmartCollusion
Smart_6,Honest_139,25,SmartCollusion
Smart_7,Smart_19,25,SmartCollusion
Smart_8,Honest_56,25,SmartCollusion
Smart_9,Smart_8,25,SmartCollusion
Smart_11,Honest_131,25,SmartCollusion
Smart_12,Honest_127,25,SmartCollusion
Smart_13,Smart_15,25,SmartCollusion
Smart_14,Honest_89,25,SmartCollusion
Smart_15,Honest_112,25,SmartCollusion
Smart_16,Honest_55,25,SmartCollusion
Smart_17,Smart_12,25,SmartCollusion
Smart_18,Smart_7,25,SmartCollusion
Smart_19,Honest_83,25,SmartCollusion
Honest_0,Smart_2,26,Honest
Honest_1,Sybil_38,26,Honest
Honest_2,Honest_62,26,Honest
Honest_3,Honest_30,26,Honest
Honest_4,Honest_50,26,Honest
Honest_5,Honest_13,26,Honest
Honest_6,Smart_18,26,Honest
Honest_7,Honest_46,26,Honest
Honest_8,Honest_125,26,Honest
Honest_9,Honest_43,26,Honest
Honest_10,Sybil_2,26,Honest
Honest_11,Smart_9,26,Honest
Honest_12,Smart_10,26,Honest
Honest_13,Honest_34,26,Honest
Honest_14,Smart_10,26,Honest
Honest_15,Honest_3,26,Honest
Honest_16,Honest_104,26,Honest
Honest_17,Honest_35,26,Honest
Honest_18,Honest_2,26,Honest
Honest_19,Sybil_7,26,Honest
Honest_20,Honest_137,26,Honest
Honest_21,Honest_67,26,Honest
Honest_23,Honest_119,26,Honest
Honest_24,Honest_109,26,Honest
Honest_25,Honest_26,26,Honest
Honest_26,Honest_6,26,Honest
Honest_27,Smart_11,26,Honest
Honest_28,Sybil_16,26,Honest
Honest_29,Honest_31,26,Honest
Honest_30,Honest_139,26,Honest
Honest_31,Honest_65,26,Honest
Honest_32,Honest_130,26,Honest
Honest_33,Honest_19,26,Honest
Honest_34,Honest_38,26,Honest
Honest_35,Smart_4,26,Honest
Honest_36,Honest_69,26,Honest
Honest_37,Honest_65,26,Honest
Honest_38,Honest_138,26,Honest
Honest_39,Honest_16,26,Honest
Honest_40,Sybil_25,26,Honest
Honest_41,Honest_133,26,Honest
Honest_42,Honest_75,26,Honest
Honest_43,Honest_85,26,Honest
Honest_44,Honest_131,26,Honest
Honest_45,Honest_50,26,Honest
Honest_46,Honest_48,26,Honest
Honest_47,Honest_115,26,Honest
Honest_48,Smart_3,26,Honest
Honest_49,Honest_136,26,Honest
Honest_50,Honest_11,26,Honest
Honest_51,Honest_109,26,Honest
Honest_52,Honest_101,26,Honest
Honest_53,Honest_124,26,Honest
Honest_54,Honest_102,26,Honest
Honest_55,Honest_115,26,Honest
Honest_56,Honest_99,26,Honest
Honest_57,Honest_113,26,Honest
Honest_58,Sybil_37,26,Honest
Honest_59,Honest_71,26,Honest
Honest_60,Honest_48,26,Honest
Honest_61,Sybil_5,26,Honest
Honest_62,Sybil_36,26,Honest
Honest_63,Honest_49,26,Honest
Honest_64,Honest_48,26,Honest
Honest_65,Honest_103,26,Honest
Honest_66,Honest_98,26,Honest
Honest_67,Honest_14,26,Honest
Honest_68,Honest_25,26,Honest
Honest_69,Smart_1,26,Honest
Honest_70,Honest_92,26,Honest
Honest_71,Sybil_26,26,Honest
Honest_72,Sybil_10,26,Honest
Honest_73,Honest_58,26,Honest
Honest_74,Honest_78,26,Honest
Honest_75,Honest_10,26,Honest
Honest_76,Sybil_38,26,Honest
Honest_77,Sybil_20,26,Honest
Honest_78,Honest_88,26,Honest
Honest_79,Smart_9,26,Honest
Honest_80,Honest_71,26,Honest
Honest_81,Honest_92,26,Honest
Honest_82,Sybil_10,26,Honest
Honest_83,Honest_2,26,Honest
Honest_84,Honest_126,26,Honest
Honest_85,Honest_51,26,Honest
Honest_86,Honest_139,26,Honest
Honest_87,Honest_130,26,Honest
Honest_88,Honest_125,26,Honest
Honest_89,Sybil_5,26,Honest
Honest_90,Honest_66,26,Honest
Honest_91,Honest_127,26,Honest
Honest_92,Honest_14,26,Honest
Honest_93,Honest_14,26,Honest
Honest_94,Sybil_15,26,Honest
Honest_95,Sybil_33,26,Honest
Honest_96,Honest_79,26,Honest
Honest_97,Honest_117,26,Honest
Honest_98,Smart_14,26,Honest
Honest_99,Honest_6,26,Honest
Honest_100,Sybil_14,26,Honest
Honest_101,Honest_134,26,Honest
Honest_102,Sybil_9,26,Honest
Honest_103,Honest_102,26,Honest
Honest_104,Honest_102,26,Honest
Honest_105,Honest_68,26,Honest
Honest_106,Honest_91,26,Honest
Honest_107,Honest_117,26,Honest
Honest_108,Sybil_6,26,Honest
Honest_109,Smart_11,26,Honest
Honest_110,Honest_121,26,Honest
Honest_111,Honest_109,26,Honest
Honest_112,Sybil_2,26,Honest
Honest_113,Sybil_13,26,Honest
Honest_114,Sybil_7,26,Honest
Honest_115,Sybil_20,26,Honest
Honest_116,Honest_67,26,Honest
Honest_117,Honest_19,26,Honest
Honest_118,Honest_83,26,Honest
Honest_119,Honest_113,26,Honest
Honest_120,Honest_8,26,Honest
Honest_121,Honest_78,26,Honest
Honest_122,Honest_7,26,Honest
Honest_123,Smart_7,26,Honest
Honest_124,Honest_97,26,Honest
Honest_125,Honest_122,26,Honest
Honest_126,Honest_117,26,Honest
Honest_127,Honest_62,26,Honest
Honest_128,Honest_78,26,Honest
Honest_129,Sybil_37,26,Honest
Honest_131,Honest_11,26,Honest
Honest_132,Sybil_35,26,Honest
Honest_133,Smart_14,26,Honest
Honest_134,Honest_138,26,Honest
Honest_135,Smart_11,26,Honest
Honest_136,Honest_129,26,Honest
Honest_137,Honest_17,26,Honest
Honest_138,Honest_131,26,Honest
Honest_139,Honest_70,26,Honest
Smart_0,Smart_13,26,SmartCollusion
Smart_1,Smart_9,26,SmartCollusion
Smart_2,Honest_110,26,SmartCollusion
Smart_3,Smart_7,26,SmartCollusion
Smart_4,Smart_13,26,SmartCollusion
Smart_5,Honest_47,26,SmartCollusion
Smart_6,Smart_1,26,SmartCollusion
Smart_7,Smart_0,26,SmartCollusion
Smart_8,Honest_62,26,SmartCollusion
Smart_9,Smart_17,26,SmartCollusion
Smart_10,Honest_88,26,SmartCollusion
Smart_11,Smart_5,26,SmartCollusion
Smart_12,Smart_8,26,SmartCollusion
Smart_13,Honest_98,26,SmartCollusion
Smart_14,Smart_11,26,SmartCollusion
Smart_15,Honest_99,26,SmartCollusion
Smart_16,Honest_124,26,SmartCollusion
Smart_17,Smart_18,26,SmartCollusion
Smart_18,Honest_100,26,SmartCollusion
Smart_19,Honest_51,26,SmartCollusion
Honest_0,Smart_14,27,Honest
Honest_1,Sybil_17,27,Honest
Honest_2,Honest_14,27,Honest
Honest_3,Honest_126,27,Honest
Honest_4,Honest_136,27,Honest
Honest_5,Honest_136,27,Honest
Honest_6,Sybil_30,27,Honest
Honest_7,Smart_9,27,Honest
Honest_8,Honest_76,27,Honest
Honest_9,Honest_125,27,Honest
Honest_10,Honest_129,27,Honest
Honest_11,Honest_29,27,Honest
Honest_12,Honest_21,27,Honest
Honest_13,Sybil_3,27,Honest
Honest_14,Honest_26,27,Honest
Honest_15,Smart_11,27,Honest
Honest_16,Honest_64,27,Honest
Honest_17,Honest_44,27,Honest
Honest_18,Honest_84,27,Honest
Honest_19,Honest_7,27,Honest
Honest_20,Smart_2,27,Honest
Honest_21,Sybil_22,27,Honest
Honest_22,Honest_37,27,Honest
Honest_23,Honest_37,27,Honest
Honest_24,Sybil_15,27,Honest
Honest_25,Honest_118,27,Honest
Honest_26,Honest_73,27,Honest
Honest_27,Honest_83,27,Honest
Honest_28,Honest_15,27,Honest
Honest_29,Honest_44,27,Honest
Honest_30,Honest_6,27,Honest
Honest_31,Honest_90,27,Honest
Honest_32,Smart_5,27,Honest
Honest_33,Honest_89,27,Honest
Honest_34,Sybil_8,27,Honest
Honest_35,Honest_74,27,Honest
Honest_36,Honest_12,27,Honest
Honest_37,Honest_105,27,Honest
Honest_38,Sybil_30,27,Honest
Honest_39,Sybil_6,27,Honest
Honest_40,Honest_87,27,Honest
Honest_41,Honest_137,27,Honest
Honest_42,Smart_16,27,Honest
Honest_43,Honest_121,27,Honest
Honest_44,Honest_16,27,Honest
Honest_45,Honest_40,27,Honest
Honest_46,Sybil_30,27,Honest
Honest_47,Honest_15,27,Honest
Honest_48,Smart_2,27,Honest
Honest_49,Honest_70,27,Honest
Honest_50,Honest_90,27,Honest
Honest_51,Honest_89,27,Honest
Honest_52,Honest_97,27,Honest
Honest_53,Honest_32,27,Honest
Honest_54,Honest_107,27,Honest
Honest_55,Honest_139,27,Honest
Honest_56,Honest_89,27,Honest
Honest_57,Honest_84,27,Honest
Honest_58,Honest_97,27,Honest
Honest_59,Honest_30,27,Honest
Honest_60,Honest_52,27,Honest
Honest_61,Honest_5,27,Honest
Honest_62,Honest_80,27,Honest
Honest_63,Honest_19,27,Honest
Honest_64,Honest_124,27,Honest
Honest_65,Honest_39,27,Honest
Honest_66,Honest_12,27,Honest
Honest_67,Honest_136,27,Honest
Honest_68,Honest_44,27,Honest
Honest_69,Honest_1,27,Honest
Honest_70,Honest_28,27,Honest
Honest_71,Honest_79,27,Honest
Honest_72,Honest_91,27,Honest
Honest_73,Honest_138,27,Honest
Honest_74,Honest_96,27,Honest
Honest_75,Smart_14,27,Honest
Honest_76,Smart_6,27,Honest
Honest_77,Honest_47,27,Honest
Honest_78,Honest_32,27,Honest
Honest_79,Smart_17,27,Honest
Honest_80,Sybil_12,27,Honest
Honest_81,Honest_77,27,Honest
Honest_82,Honest_118,27,Honest
Honest_83,Smart_9,27,Honest
Honest_84,Sybil_21,27,Honest
Honest_85,Honest_106,27,Honest
Honest_86,Honest_109,27,Honest
Honest_87,Honest_29,27,Honest
Honest_88,Honest_139,27,Honest
Honest_89,Honest_98,27,Honest
Honest_90,Honest_63,27,Honest
Honest_91,Honest_84,27,Honest
Honest_92,Sybil_29,27,Honest
Honest_93,Honest_35,27,Honest
Honest_94,Honest_131,27,Honest
Honest_95,Honest_94,27,Honest
Honest_96,Honest_118,27,Honest
Honest_97,Honest_25,27,Honest
Honest_98,Sybil_34,27,Honest
Honest_99,Honest_137,27,Honest
Honest_100,Honest_25,27,Honest
Honest_101,Honest_139,27,Honest
Honest_102,Honest_25,27,Honest
Honest_103,Honest_130,27,Honest
Honest_104,Sybil_0,27,Honest
Honest_105,Honest_32,27,Honest
Honest_106,Honest_69,27,Honest
Honest_107,Honest_3,27,Honest
Honest_108,Honest_106,27,Honest
Honest_109,Honest_0,27,Honest
Honest_110,Honest_106,27,Honest
Honest_111,Honest_129,27,Honest
Honest_112,Sybil_34,27,Honest
Honest_113,Honest_3,27,Honest
Honest_114,Honest_53,27,Honest
Honest_115,Sybil_23,27,Honest
Honest_116,Honest_80,27,Honest
Honest_117,Honest_19,27,Honest
Honest_118,Honest_55,27,Honest
Honest_119,Honest_59,27,Honest
Honest_120,Honest_49,27,Honest
Honest_121,Honest_49,27,Honest
Honest_122,Honest_59,27,Honest
Honest_123,Honest_59,27,Honest
Honest_124,Honest_26,27,Honest
Honest_125,Smart_1,27,Honest
Honest_126,Honest_39,27,Honest
Honest_127,Honest_111,27,Honest
Honest_128,Honest_7,27,Honest
Honest_129,Sybil_11,27,Honest
Honest_130,Honest_39,27,Honest
Honest_131,Honest_107,27,Honest
Honest_132,Honest_53,27,Honest
Honest_133,Honest_16,27,Honest
Honest_134,Honest_66,27,Honest
Honest_135,Honest_109,27,Honest
Honest_136,Honest_23,27,Honest
Honest_137,Honest_85,27,Honest
Honest_138,Smart_7,27,Honest
Honest_139,Honest_78,27,Honest
Smart_0,Smart_7,27,SmartCollusion
Smart_1,Smart_18,27,SmartCollusion
Smart_2,Honest_109,27,SmartCollusion
Smart_3,Honest_124,27,SmartCollusion
Smart_4,Honest_57,27,SmartCollusion
Smart_5,Smart_1,27,SmartCollusion
Smart_6,Smart_11,27,SmartCollusion
Smart_7,Smart_18,27,SmartCollusion
Smart_8,Smart_14,27,SmartCollusion
Smart_10,Smart_16,27,SmartCollusion
Smart_11,Smart_4,27,SmartCollusion
Smart_12,Honest_120,27,SmartCollusion
Smart_13,Smart_5,27,SmartCollusion
Smart_14,Honest_36,27,SmartCollusion
Smart_15,Honest_14,27,SmartCollusion
Smart_16,Smart_19,27,SmartCollusion
Smart_17,Honest_138,27,SmartCollusion
Smart_18,Smart_19,27,SmartCollusion
Smart_19,Smart_1,27,SmartCollusion
Honest_0,Honest_43,28,Honest
Honest_1,Smart_11,28,Honest
Honest_2,Honest_38,28,Honest
Honest_3,Honest_40,28,Honest
Honest_4,Honest_110,28,Honest
Honest_5,Honest_97,28,Honest
Honest_6,Honest_42,28,Honest
Honest_7,Sybil_25,28,Honest
Honest_8,Smart_8,28,Honest
Honest_9,Honest_131,28,Honest
Honest_10,Honest_59,28,Honest
Honest_11,Sybil_35,28,Honest
Honest_12,Honest_85,28,Honest
Honest_13,Honest_21,28,Honest
Honest_14,Honest_62,28,Honest
Honest_15,Honest_118,28,Honest
Honest_16,Honest_35,28,Honest
Honest_17,Honest_29,28,Honest
Honest_18,Honest_110,28,Honest
Honest_19,Honest_47,28,Honest
Honest_20,Honest_40,28,Honest
Honest_21,Honest_115,28,Honest
Honest_22,Honest_126,28,Honest
Honest_23,Honest_65,28,Honest
Honest_24,Honest_95,28,Honest
Honest_25,Sybil_32,28,Honest
Honest_26,Honest_87,28,Honest
Honest_27,Sybil_0,28,Honest
Honest_28,Honest_87,28,Honest
Honest_29,Sybil_8,28,Honest
Honest_30,Smart_14,28,Honest
Honest_31,Sybil_6,28,Honest
Honest_32,Honest_23,28,Honest
Honest_33,Honest_42,28,Honest
Honest_34,Honest_51,28,Honest
Honest_35,Smart_15,28,Honest
Honest_36,Sybil_15,28,Honest
Honest_37,Honest_23,28,Honest
Honest_38,Honest_54,28,Honest
Honest_39,Honest_22,28,Honest
Honest_40,Honest_101,28,Honest
Honest_41,Honest_20,28,Honest
Honest_42,Honest_118,28,Honest
Honest_43,Honest_9,28,Honest
Honest_44,Smart_17,28,Honest
Honest_45,Honest_27,28,Honest
Honest_46,Sybil_6,28,Honest
Honest_47,Smart_12,28,Honest
Honest_48,Honest_25,28,Honest
Honest_49,Smart_19,28,Honest
Honest_50,Honest_1,28,Honest
Honest_51,Sybil_14,28,Honest
Honest_52,Honest_103,28,Honest
Honest_53,Honest_50,28,Honest
Honest_54,Sybil_36,28,Honest
Honest_55,Honest_113,28,Honest
Honest_56,Honest_15,28,Honest
Honest_57,Honest_130,28,Honest
Honest_58,Honest_32,28,Honest
Honest_59,Honest_134,28,Honest
Honest_60,Sybil_34,28,Honest
Honest_61,Honest_33,28,Honest
Honest_62,Smart_7,28,Honest
Honest_63,Honest_71,28,Honest
Honest_64,Honest_84,28,Honest
Honest_65,Smart_0,28,Honest
Honest_66,Sybil_17,28,Honest
Honest_67,Sybil_34,28,Honest
Honest_68,Honest_59,28,Honest
Honest_69,Smart_19,28,Honest
Honest_70,Honest_51,28,Honest
Honest_71,Sybil_38,28,Honest
Honest_72,Honest_111,28,Honest
Honest_73,Honest_83,28,Honest
Honest_74,Smart_13,28,Honest
Honest_75,Honest_45,28,Honest
Honest_76,Honest_34,28,Honest
Honest_77,Honest_119,28,Honest
Honest_78,Honest_136,28,Honest
Honest_79,Honest_39,28,Honest
Honest_80,Sybil_22,28,Honest
Honest_81,Honest_92,28,Honest
Honest_82,Honest_137,28,Honest
Honest_83,Honest_98,28,Honest
Honest_84,Honest_130,28,Honest
Honest_85,Honest_0,28,Honest
Honest_86,Honest_44,28,Honest
Honest_87,Sybil_0,28,Honest
Honest_88,Honest_19,28,Honest
Honest_89,Honest_77,28,Honest
Honest_90,Honest_16,28,Honest
Honest_91,Sybil_39,28,Honest
Honest_92,Honest_38,28,Honest
Honest_93,Honest_50,28,Honest
Honest_94,Sybil_1,28,Honest
Honest_95,Smart_2,28,Honest
Honest_96,Honest_115,28,Honest
Honest_97,Honest_8,28,Honest
Honest_98,Sybil_30,28,Honest
Honest_99,Honest_105,28,Honest
Honest_100,Smart_13,28,Honest
Honest_101,Honest_18,28,Honest
Honest_102,Sybil_5,28,Honest
Honest_103,Honest_32,28,Honest
Honest_104,Sybil_6,28,Honest
Honest_105,Smart_6,28,Honest
Honest_106,Honest_72,28,Honest
Honest_107,Honest_71,28,Honest
Honest_108,Honest_81,28,Honest
Honest_109,Honest_126,28,Honest
Honest_110,Honest_2,28,Honest
Honest_111,Honest_80,28,Honest
